ID TIME BLK %CPU CHAINDATASIZE
210 64.496 44 311409 26.43
210 178.31 51 325388 26.63
210 301.198 53 329347 27.08
210 348.311 54 340243 27.18
210 355.567 57 358686 27.24
210 436.203 61 384397 27.74
210 440.441 61 384501 27.77
210 603.602 70 414060 28.3
210 631.186 72 419119 28.5
210 658.598 73 423352 28.65
210 735.549 77 455692 29.16
210 762.097 79 462788 29.37
210 811.474 82 495806 29.76
210 859.148 84 522788 30.13
210 907.202 87 560768 30.49
210 920.665 88 562870 30.59
210 1008.035 94 582060 31.17
210 1036.204 96 602806 31.38
210 1091.98 100 614817 31.73
210 1108.815 101 625333 31.85
210 1185.097 104 632666 31.99
210 1205.999 104 645410 32.14
210 1251.882 107 713215 32.46
210 1311.798 110 732346 32.79
210 1359.826 113 744482 32.98
210 1403.73 116 751710 33.2
210 1422.481 117 755497 33.32
210 1582.704 120 771855 33.89
210 1598.902 124 782959 33.95
