S1 S2 S3
0 0 0
959 962 960
959 962 960
959 962 960
963 965 961
960 963 960
965 966 961
965 966 961
965 966 961
965 966 961
963 962 956
964 964 958
960 959 950
965 965 960
965 964 957
965 966 961
965 965 961
965 966 961
964 966 961
204 236 195
207 238 193
209 238 194
213 245 196
215 248 196
215 244 198
216 242 196
215 244 195
216 247 196
409 242 195
218 244 195
965 966 961
965 966 961
965 966 961
964 966 961
965 966 961
965 965 960
965 965 960
212 241 194
214 243 195
214 245 195
214 244 196
216 245 198
214 246 197
216 245 196
216 245 196
965 966 961
965 965 960
965 965 960
964 965 959
963 963 956
964 964 955
959 960 937
955 955 768
964 965 945
965 965 942
965 966 778
965 966 544
965 966 790
965 966 790
965 966 790
965 966 789
965 966 787
965 966 789
965 966 789
965 966 790
965 966 790
965 966 790
965 966 792
965 966 796
965 966 884
965 966 839
965 966 276
965 966 279
965 966 718
965 966 820
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 960
965 966 961
965 966 961
965 966 961
965 966 961
965 966 961
965 966 961
152 173 145
131 157 166
209 241 194
214 243 194
216 243 196
215 245 197
216 245 196
211 234 189
194 217 175
184 205 169
180 201 166
177 197 163
181 203 167
217 245 195
214 245 195
206 243 194
206 239 195
208 268 961
210 964 960
211 965 960
209 924 959
207 242 959
207 236 959
211 239 960
216 242 954
212 239 220
214 240 193
214 241 193
214 244 194
211 238 190
214 245 194
211 239 192
188 211 172
204 230 186
215 240 193
206 231 731
210 236 623
213 243 477
216 244 290
213 240 218
215 243 193
213 243 194
214 244 194
218 246 197
193 219 178
214 243 195
216 243 194
215 244 195
212 241 193
212 244 194
213 241 193
214 242 194
211 241 193
214 241 193
215 239 191
213 239 189
964 960 713
964 962 955
965 964 959
965 965 960
965 966 961
964 965 960
961 961 955
748 949 935
177 200 164
175 198 163
179 203 167
214 243 194
213 242 194
214 243 194
213 241 193
655 247 194
965 966 961
965 966 961
965 966 961
965 966 961
965 966 961
964 965 960
965 965 960
965 966 961
965 966 961
965 966 961
965 966 961
965 966 961
965 966 961
965 966 961
965 966 961
965 966 961
206 504 960
215 241 195
214 246 195
213 245 196
214 245 197
214 245 196
215 244 195
214 243 195
216 246 195
216 246 200
215 245 196
217 248 198
214 245 196
218 247 194
216 245 197
215 248 196
953 239 192
965 964 378
958 957 945
965 964 958
963 962 956
964 962 955
964 962 954
965 963 957
965 964 959
214 691 960
214 244 194
214 247 197
216 246 199
217 249 198
216 248 198
218 246 198
216 244 193
228 242 194
228 233 186
207 230 185
206 231 185
199 229 180
195 221 175
220 249 199
219 250 200
219 249 194
221 246 195
218 245 194
211 238 192
218 243 195
215 238 199
213 236 195
207 229 192
194 224 186
963 832 200
962 962 960
965 966 961
964 965 960
965 965 959
964 964 945
965 965 960
965 965 960
965 966 961
965 965 960
963 964 960
965 966 961
335 966 961
327 391 960
332 352 958
337 364 273
327 378 288
320 381 293
337 377 295
337 378 293
335 381 292
335 381 293
335 380 294
331 376 290
314 367 290
326 364 283
298 335 267
290 320 242
295 327 250
287 329 256
314 344 262
339 380 281
333 376 288
331 363 279
331 376 276
333 376 287
330 361 292
330 373 291
331 371 291
330 356 289
328 358 288
324 371 288
329 371 291
325 371 290
316 355 285
327 367 288
329 372 272
331 371 273
329 369 283
330 369 287
327 361 288
325 356 283
324 360 283
323 358 278
297 323 257
324 365 283
295 325 258
323 366 271
322 366 273
320 358 281
320 360 271
317 358 270
316 357 276
311 347 259
299 340 273
295 334 268
313 364 281
320 362 283
320 360 285
655 954 275
965 966 957
965 966 961
965 966 961
965 965 961
965 965 961
965 965 961
965 966 961
965 966 961
738 965 956
309 962 283
320 356 277
320 348 278
318 359 287
310 356 282
309 355 281
325 344 286
300 359 283
314 352 276
296 327 268
290 326 259
272 309 250
311 342 262
317 345 268
964 339 264
965 333 260
965 957 263
964 966 269
965 966 270
964 345 256
324 364 273
320 361 276
305 366 279
323 364 278
322 363 283
322 370 282
316 371 281
318 352 269
316 362 281
320 367 285
314 364 280
322 366 287
317 353 278
315 366 283
320 365 282
315 363 280
686 965 961
297 964 961
954 963 961
962 964 961
961 965 961
962 966 961
964 966 961
965 966 961
962 965 961
964 966 961
965 966 961
964 966 961
965 966 961
965 966 961
965 965 839
965 966 961
965 965 960
964 964 266
963 959 256
962 457 252
963 962 253
961 951 243
961 308 246
962 332 244
960 798 237
956 282 232
265 301 244
271 316 250
295 332 262
315 350 269
324 361 283
309 366 270
325 367 281
326 359 276
307 359 275
309 339 271
312 357 284
324 359 282
313 342 279
321 359 281
322 363 281
320 362 281
315 362 280
315 360 287
311 358 271
310 350 283
316 357 284
320 367 282
325 364 283
320 364 284
325 367 276
328 361 283
324 356 284
325 366 285
325 357 279
325 358 960
321 361 531
325 359 283
321 366 282
323 365 282
323 363 285
324 363 284
315 351 277
309 348 278
323 370 271
965 484 270
960 961 578
958 960 954
962 962 959
957 958 948
955 957 945
965 966 961
960 959 952
964 964 952
327 372 287
326 371 275
325 368 271
324 369 283
320 360 278
321 364 281
324 368 285
308 367 282
324 370 286
326 374 280
327 367 287
323 367 285
327 369 287
320 363 285
329 368 287
328 393 690
327 966 961
327 963 960
300 335 957
308 341 957
322 366 961
322 363 960
324 361 463
305 360 284
320 359 280
324 365 271
323 367 282
323 366 282
322 370 282
311 367 281
311 367 281
310 366 282
311 364 296
310 366 660
305 332 899
271 299 848
956 957 389
950 953 325
960 961 297
965 965 271
965 966 275
964 966 275
965 965 265
964 334 269
958 360 283
322 363 277
312 359 274
286 314 239
320 362 271
321 366 281
287 313 256
314 358 278
292 337 267
314 356 278
261 302 245
286 335 268
286 332 870
297 339 960
290 955 960
965 966 961
965 966 961
965 966 961
964 965 961
964 965 961
964 965 961
963 965 961
963 965 961
946 965 961
306 966 962
305 781 961
303 352 960
322 362 958
327 350 281
324 346 276
323 364 280
325 369 283
320 361 283
324 366 278
324 366 279
325 367 282
324 350 284
325 367 274
322 364 280
324 367 283
323 367 281
322 367 283
327 367 285
323 370 283
326 367 285
298 338 268
303 345 270
297 342 274
324 349 287
322 368 278
323 370 283
323 367 283
322 367 286
307 348 283
323 370 283
322 367 282
324 367 281
323 367 283
320 357 277
326 367 286
318 349 279
324 367 282
326 371 282
325 369 284
323 364 280
325 365 284
306 340 268
324 372 284
325 370 286
327 371 291
327 367 283
318 364 284
325 368 284
310 363 284
323 371 283
307 367 282
322 372 283
322 359 276
328 364 280
300 331 260
323 358 279
321 373 274
323 371 282
320 380 960
964 964 959
964 965 961
952 962 957
338 962 956
290 961 954
303 962 956
322 965 960
283 552 952
290 329 260
310 339 269
334 379 289
305 331 256
325 373 288
324 355 275
322 361 273
316 354 278
317 357 264
308 339 260
315 357 277
309 346 268
271 317 250
303 349 281
277 316 261
257 290 185
212 244 200
214 248 198
216 248 201
217 249 198
219 256 194
219 250 195
226 246 193
206 227 366
194 555 953
201 230 958
206 231 960
207 237 960
221 251 827
219 252 200
218 256 198
221 252 199
220 256 198
220 252 200
218 252 201
219 256 199
218 251 198
217 252 198
218 252 199
217 251 199
218 256 198
219 256 201
213 243 196
220 252 199
219 252 201
218 251 198
391 250 201
964 257 202
567 250 200
221 256 204
218 259 202
212 303 198
217 253 206
220 251 203
205 229 186
204 230 206
196 219 204
206 229 186
218 245 199
219 249 198
217 248 196
216 248 196
216 249 199
216 248 197
215 246 194
216 247 196
217 249 198
218 248 198
214 239 196
215 245 198
214 245 200
214 959 960
965 965 961
964 965 961
961 965 961
269 965 961
207 965 960
215 965 961
210 964 960
203 503 186
210 234 188
204 232 186
216 246 194
214 241 191
214 241 192
216 248 196
221 248 196
216 256 960
965 966 961
965 965 961
964 965 961
963 964 960
963 963 960
962 962 958
963 962 957
964 964 959
965 965 961
965 966 961
964 966 961
964 966 961
965 966 961
965 966 961
964 965 960
962 963 958
200 224 181
217 245 194
207 233 186
212 242 194
216 248 196
217 248 196
220 248 199
216 247 197
965 249 197
963 246 195
216 250 196
197 229 182
206 233 192
211 245 199
211 240 190
213 244 196
221 250 197
219 249 197
220 249 197
222 250 199
218 245 197
208 236 189
220 256 194
222 246 192
222 245 191
224 251 229
220 310 193
221 365 199
221 256 207
218 250 193
220 256 199
222 280 196
220 252 198
334 256 199
965 958 199
641 960 924
204 962 957
217 965 961
205 230 954
215 238 957
215 238 187
218 243 187
218 248 196
219 250 198
218 249 198
213 248 198
206 237 192
209 236 193
212 245 198
216 248 196
217 245 197
216 246 197
215 251 197
214 245 198
214 245 196
217 248 198
216 246 198
217 247 961
217 966 961
217 965 961
216 817 961
214 244 961
199 227 184
215 243 192
210 236 188
200 226 181
214 241 193
217 248 196
215 245 196
214 245 195
213 242 195
216 245 195
213 243 194
206 233 187
216 245 194
217 245 195
211 239 189
213 245 194
213 244 193
214 248 196
216 244 193
216 243 194
217 245 195
216 245 196
207 236 189
214 243 195
230 248 195
959 966 961
965 966 961
965 966 961
965 966 961
965 965 961
964 965 961
964 965 961
954 965 961
208 239 236
212 244 195
209 243 191
212 244 192
215 245 192
212 239 189
209 239 191
204 230 474
212 240 192
198 224 182
196 221 185
195 219 178
213 243 204
185 212 175
214 245 197
215 247 202
219 246 198
190 219 178
207 247 185
198 236 184
213 251 196
213 256 194
213 253 195
212 251 197
210 250 195
205 244 192
200 236 186
207 247 194
210 249 193
212 959 960
965 965 960
961 961 955
965 965 961
962 963 957
950 961 954
294 960 952
191 956 937
187 957 947
198 962 957
203 958 959
204 428 960
204 247 959
211 247 960
213 253 961
210 248 957
211 253 195
192 229 180
207 246 192
214 247 197
212 247 195
213 237 192
205 230 190
214 246 198
215 965 961
965 966 961
965 966 961
965 966 961
965 966 961
965 965 961
964 965 961
963 965 960
964 965 961
962 962 957
964 965 200
963 348 192
482 229 187
212 247 200
212 247 198
195 227 185
204 238 194
212 248 197
206 239 193
199 230 186
199 228 186
200 962 955
194 960 952
214 964 958
203 963 956
201 962 955
191 960 952
190 958 952
207 244 199
211 249 202
210 246 200
209 250 199
214 256 201
204 239 192
214 248 199
200 229 188
204 239 192
216 251 201
214 250 199
209 244 196
211 243 198
214 248 197
205 237 193
216 248 199
216 251 201
216 250 202
209 243 195
218 249 199
197 230 187
194 224 184
215 250 203
218 245 199
214 244 202
216 248 204
218 250 203
213 243 202
219 251 205
221 256 204
221 256 204
216 246 200
215 244 197
210 235 196
203 228 187
224 253 202
206 236 194
216 249 204
217 252 205
218 256 204
192 221 185
209 236 194
218 247 203
211 237 195
218 248 200
212 246 199
211 238 197
209 238 196
215 239 194
212 252 195
956 964 195
964 965 958
963 962 195
961 963 195
206 235 195
199 226 190
213 247 202
216 248 206
216 245 202
216 249 204
216 248 203
218 250 203
214 251 205
965 965 204
965 966 961
965 966 961
964 965 960
963 963 958
963 963 957
962 962 957
962 962 956
222 965 961
216 369 203
211 243 198
207 236 197
199 227 194
199 229 192
204 233 196
198 234 191
213 250 243
202 228 190
207 237 199
192 216 182
212 948 961
640 963 958
961 962 956
965 965 961
965 966 961
965 966 961
965 966 961
965 965 961
964 965 201
214 244 201
217 243 200
215 243 199
215 244 198
218 245 205
212 239 196
216 247 199
214 250 207
215 245 202
884 248 201
965 245 202
963 239 198
965 245 202
965 961 201
964 965 197
964 965 198
956 958 641
957 953 183
959 960 188
959 221 187
961 963 192
962 232 192
961 438 189
963 964 195
962 236 194
964 245 202
217 241 199
216 233 194
209 230 192
216 247 201
195 224 191
216 249 207
214 246 205
216 248 207
216 246 207
216 256 207
215 252 210
218 248 213
217 256 210
217 247 208
218 250 211
218 245 206
219 248 207
210 238 200
214 248 206
214 243 206
204 231 199
214 241 203
201 229 196
211 244 199
213 242 202
213 248 203
215 246 202
213 242 199
213 243 199
212 239 199
209 239 197
212 242 199
205 234 197
212 242 898
216 962 961
965 966 961
965 966 961
965 966 961
963 966 961
216 966 961
213 966 961
217 480 960
217 245 201
216 246 202
211 241 198
209 238 196
203 231 192
202 229 191
212 243 203
216 246 200
213 243 200
216 244 201
213 241 197
218 243 198
213 243 196
226 241 196
962 236 190
965 648 196
961 960 280
965 965 960
964 965 960
964 965 959
965 965 960
965 965 960
965 965 960
216 250 202
215 247 200
213 245 200
214 246 203
215 245 202
213 248 200
215 248 201
221 243 199
215 244 197
207 233 192
211 236 192
204 227 187
213 239 198
217 243 197
213 238 198
201 221 187
201 236 189
207 963 959
216 965 961
220 966 961
943 964 960
960 962 959
963 965 961
961 963 960
903 962 957
192 223 793
218 248 213
200 229 203
682 236 207
956 252 211
960 238 207
965 247 213
965 244 209
964 244 212
963 311 894
965 966 960
965 964 957
964 964 957
965 966 961
962 963 958
965 965 960
965 965 960
965 966 960
963 964 958
964 965 959
964 965 960
964 965 960
965 965 960
964 965 960
963 964 960
964 965 960
217 280 955
214 245 216
220 256 212
223 251 213
220 251 212
218 250 213
218 249 213
218 250 213
218 249 213
218 250 213
218 250 213
218 250 215
218 250 213
218 250 213
218 250 213
218 250 213
218 250 215
218 250 213
218 250 215
218 250 213
218 250 213
218 250 213
217 250 213
219 250 211
221 252 209
221 252 211
221 252 209
221 252 211
221 253 209
221 253 209
221 253 209
221 253 209
221 253 209
221 250 209
221 253 209
221 253 209
221 256 209
221 253 209
221 253 209
221 256 209
224 253 209
221 256 209
221 253 209
221 253 209
221 253 209
221 256 209
221 253 209
221 251 209
221 253 209
221 253 209
221 253 209
221 253 209
221 253 209
221 256 209
221 256 211
221 256 209
221 253 209
221 253 209
221 252 210
221 253 209
223 252 209
220 252 209
218 251 218
217 248 212
215 244 206
213 241 205
216 250 208
216 246 206
216 244 207
217 249 207
219 248 207
217 250 207
219 250 207
219 248 208
214 245 206
219 250 209
219 249 209
219 251 210
218 249 210
217 252 212
218 251 209
215 246 210
186 211 185
212 239 204
201 226 195
197 224 193
194 221 193
195 228 199
202 233 201
199 227 195
215 239 203
215 244 207
214 247 207
197 225 193
210 243 205
215 244 206
187 214 185
189 213 188
196 221 189
213 243 203
265 243 205
963 239 203
212 239 202
213 248 204
211 243 206
210 242 204
210 239 202
211 242 203
211 241 204
209 239 202
211 241 203
212 243 203
213 243 204
213 243 203
212 242 203
214 244 204
199 224 191
241 953 947
964 965 960
965 966 960
965 965 960
965 966 961
965 966 960
965 966 960
964 965 568
270 235 196
205 232 195
218 243 203
208 239 198
207 235 199
232 243 202
960 245 204
913 243 202
213 243 204
206 231 196
212 238 200
199 227 193
218 243 205
215 244 202
214 246 206
214 244 204
213 244 207
216 245 204
212 239 202
212 242 203
211 239 200
212 243 205
210 239 203
213 244 204
213 242 203
211 239 202
961 241 203
965 966 960
965 966 961
965 966 961
965 966 961
965 966 961
965 966 960
965 966 961
960 963 959
188 617 953
190 214 184
213 245 205
213 244 206
211 238 199
213 243 203
214 244 203
214 244 204
965 250 204
965 965 205
965 275 202
965 243 204
965 243 204
805 243 205
211 241 202
211 244 207
212 243 203
216 245 203
212 243 203
213 243 203
213 243 202
213 244 204
215 244 204
212 243 203
194 219 187
216 247 203
216 243 204
198 228 193
213 248 202
206 234 197
215 245 203
212 242 200
213 242 201
216 243 201
216 247 204
199 228 191
202 230 192
209 237 193
216 244 196
215 244 199
207 226 185
217 239 195
212 228 191
212 235 200
217 244 203
965 966 960
965 966 961
965 965 961
964 965 954
965 966 201
965 243 204
675 239 202
211 244 202
213 249 204
215 246 206
214 246 204
961 245 203
965 329 203
965 965 202
965 965 960
965 966 202
965 316 203
963 242 201
212 241 200
203 230 195
200 230 194
215 246 204
217 247 204
214 243 204
214 244 202
217 244 204
216 245 204
227 246 205
213 245 204
214 245 202
216 243 204
216 245 204
214 242 204
950 245 202
964 268 201
960 960 552
962 963 956
964 964 959
965 966 960
965 965 960
965 966 961
965 965 960
220 965 960
218 966 961
190 947 947
216 249 950
216 247 204
217 247 204
218 248 204
216 247 207
217 249 202
217 248 204
218 246 200
211 242 197
190 217 184
211 241 201
214 242 200
216 244 201
216 244 200
215 242 198
205 230 188
214 243 198
202 226 189
216 243 199
215 244 199
204 231 193
213 239 198
203 231 192
203 230 194
215 245 202
201 230 192
197 224 188
198 222 188
204 229 192
214 242 201
204 232 193
197 225 190
209 236 194
210 239 194
214 241 198
216 247 197
215 243 197
198 220 183
216 615 947
963 964 957
965 966 960
964 966 960
964 966 960
964 965 960
964 965 961
963 965 960
202 231 195
206 238 198
212 243 201
207 239 199
198 231 199
193 219 189
954 207 175
962 228 193
962 963 210
961 962 954
964 965 959
962 963 957
962 963 957
964 964 959
965 966 961
964 965 256
965 372 202
964 965 202
965 966 959
963 964 960
965 966 961
965 966 961
965 966 961
965 965 960
965 966 960
965 966 961
965 965 960
963 964 960
962 965 959
965 958 192
965 965 194
965 966 944
965 965 191
965 233 191
364 226 188
208 238 195
219 248 200
216 243 204
184 210 177
214 246 200
213 243 200
214 243 200
213 244 199
213 243 199
229 242 197
213 244 198
212 243 198
212 241 197
211 241 196
213 244 197
215 966 961
261 965 960
679 966 960
956 963 957
957 960 952
961 962 956
963 964 959
800 964 960
216 245 199
213 247 200
213 243 197
209 239 197
209 238 196
207 238 195
207 237 195
335 239 197
965 966 960
963 964 960
965 966 961
965 966 961
965 966 961
965 966 961
965 966 961
214 244 201
209 235 195
216 243 199
216 244 199
965 242 199
965 757 194
965 966 193
965 966 197
964 230 186
960 236 182
960 793 195
964 965 960
963 631 198
210 239 197
211 238 196
213 242 200
214 244 199
214 246 199
214 244 201
216 248 199
217 241 198
215 243 203
214 244 200
219 246 200
228 244 200
965 966 200
965 966 200
965 966 199
965 966 316
965 966 275
965 966 222
965 966 199
965 966 960
964 966 959
963 966 961
962 965 961
963 965 961
962 963 960
961 962 959
961 962 958
961 962 958
964 965 960
961 961 205
339 244 201
213 245 199
213 249 200
213 243 198
214 239 197
214 239 199
213 245 198
210 238 195
212 238 195
213 238 199
218 247 201
216 247 198
216 243 199
216 245 198
211 243 197
209 237 194
210 235 191
207 241 198
213 247 201
199 223 190
960 232 192
963 877 186
965 238 193
960 241 195
207 232 191
214 240 198
211 238 196
213 238 197
212 239 196
216 239 197
218 241 196
219 243 196
214 242 199
213 243 199
213 242 201
214 242 199
213 242 199
211 238 197
198 226 192
187 213 185
181 207 231
179 205 655
185 213 954
213 241 961
212 241 960
213 256 960
213 954 960
965 244 957
965 241 199
965 244 200
963 229 189
483 247 200
215 244 197
213 245 197
959 243 195
965 966 960
965 965 961
965 965 960
965 965 960
964 965 960
964 965 960
963 964 958
965 966 961
965 966 958
960 960 187
965 774 202
965 244 202
216 244 202
216 246 201
218 245 201
218 246 201
218 246 201
214 243 200
214 245 200
215 243 200
216 242 200
214 244 201
215 245 202
962 234 195
964 960 198
965 966 201
965 966 775
965 966 961
965 966 961
965 966 961
965 966 960
965 960 206
475 244 202
209 235 196
215 243 201
215 244 202
215 244 202
215 244 201
216 246 204
218 246 202
214 964 201
963 964 640
964 964 960
964 964 960
963 963 960
964 962 957
962 960 947
965 965 957
962 964 949
963 850 197
224 242 201
217 246 204
218 245 201
211 232 194
214 238 196
216 242 202
215 244 201
212 239 199
218 244 200
219 247 201
221 245 203
213 241 199
217 246 204
217 246 202
219 248 201
216 245 199
214 239 196
199 223 186
216 245 203
218 243 201
216 245 201
206 239 198
204 229 192
214 241 201
193 215 183
210 230 192
203 226 189
215 241 199
217 244 201
200 221 184
210 235 194
205 228 188
212 237 196
209 237 198
216 246 205
216 246 201
214 242 199
214 241 199
191 213 179
189 212 178
186 209 178
207 230 193
215 244 202
201 226 190
214 243 200
215 244 201
216 243 201
215 248 200
216 243 203
217 245 201
217 244 201
216 246 201
216 248 202
217 253 201
218 247 201
221 245 199
216 244 200
217 247 202
214 243 201
214 244 200
309 224 189
303 957 197
297 965 961
901 963 957
964 965 960
965 966 961
965 966 961
964 965 961
