S1 S2 S3
0 0 0
243 574 341
239 567 339
250 580 346
269 664 379
273 656 379
275 685 376
269 654 384
279 669 380
272 664 382
248 580 343
277 668 382
274 667 380
269 637 369
245 576 342
272 676 380
259 592 362
272 651 374
250 587 354
264 642 380
269 661 377
262 646 378
267 650 378
264 657 381
262 640 381
257 620 374
274 661 379
274 657 382
268 654 379
274 661 368
262 599 343
248 574 342
266 638 382
261 636 379
259 620 363
270 657 379
264 644 369
277 671 383
268 643 369
273 642 381
274 669 384
252 582 342
262 605 351
245 557 337
261 620 365
268 646 377
242 568 342
266 658 374
243 565 344
270 652 374
276 660 378
252 607 368
258 642 375
269 653 382
270 614 353
256 619 377
277 673 387
265 637 359
262 605 362
260 604 360
268 636 375
267 640 375
268 652 379
267 628 373
256 609 441
345 649 379
274 643 374
276 649 373
257 623 370
242 575 352
245 586 356
269 645 365
268 604 362
272 662 380
260 607 357
251 595 353
268 646 370
255 615 359
250 591 347
266 633 445
364 967 958
899 965 423
297 634 368
279 673 387
248 586 347
266 643 375
240 573 340
260 621 377
276 659 383
275 662 381
277 654 382
272 669 381
276 656 383
274 663 380
265 634 373
263 617 363
250 564 339
240 561 336
245 567 345
249 693 952
466 965 951
933 897 371
264 637 364
270 662 380
274 658 376
270 652 376
263 659 381
275 665 381
273 630 363
244 567 342
272 665 381
251 593 345
248 581 483
392 731 433
311 645 379
273 672 379
263 630 362
262 629 378
275 670 383
279 661 383
255 590 339
252 571 339
253 602 356
273 637 369
262 607 355
258 600 357
259 604 353
244 573 340
261 610 355
278 661 380
277 667 379
274 668 383
276 659 385
274 658 379
245 572 346
244 590 363
249 603 364
261 635 374
275 668 376
277 626 360
254 610 362
264 609 358
254 601 350
265 609 357
263 625 373
269 637 368
275 668 379
274 668 386
276 657 382
259 605 365
248 603 366
251 606 367
256 624 366
257 613 368
258 628 378
273 663 378
268 657 386
275 665 389
283 664 372
264 597 364
275 671 381
272 637 369
258 588 351
275 649 380
275 641 375
258 616 362
255 598 363
250 585 355
255 601 361
259 606 361
281 657 378
274 664 378
276 672 384
276 673 385
277 666 382
270 625 370
250 589 360
266 647 384
258 636 384
277 669 386
279 662 374
267 651 378
258 600 356
266 633 371
276 661 388
262 627 365
258 600 366
276 657 383
249 599 357
266 661 376
255 601 354
267 650 378
274 659 381
275 662 384
246 576 347
270 652 379
252 597 352
270 643 372
247 577 352
247 584 361
253 599 360
270 675 382
253 605 367
259 618 376
258 626 373
268 638 382
269 611 348
248 598 353
252 591 351
272 649 375
251 585 346
280 651 375
270 657 380
261 624 377
266 627 370
249 572 345
257 604 362
279 659 385
277 655 379
275 656 381
263 630 372
252 614 362
264 609 359
261 623 373
261 627 357
275 673 381
270 646 381
255 593 355
261 614 358
263 631 376
280 667 381
256 582 350
820 624 368
252 591 357
261 609 365
266 639 371
267 662 388
275 651 375
278 655 380
279 674 383
273 655 376
257 673 957
760 968 959
909 967 402
278 620 362
274 674 382
250 586 347
259 618 369
246 576 347
255 606 365
274 670 386
256 629 368
268 642 382
275 670 366
264 612 365
251 592 346
246 574 338
261 610 357
277 666 376
259 612 357
245 569 337
242 569 337
250 582 352
273 959 957
849 960 426
296 623 360
270 644 376
246 568 341
250 598 354
262 608 358
265 631 368
277 665 382
277 667 384
278 682 379
273 677 381
281 660 383
262 616 873
598 966 952
853 663 371
273 646 372
278 666 381
245 567 342
267 636 380
274 685 380
273 673 387
275 650 372
263 590 350
276 666 382
271 649 378
279 649 374
260 602 356
274 667 392
274 672 381
281 674 384
255 604 362
274 669 383
277 667 382
274 663 381
266 623 368
264 619 381
254 609 371
259 622 381
276 672 384
279 673 366
251 587 350
280 668 383
262 612 357
253 586 351
272 660 377
245 573 342
277 675 381
250 585 347
274 666 378
272 953 959
924 970 960
807 966 550
343 575 345
243 570 341
238 561 336
238 553 333
243 565 336
260 621 360
272 676 384
270 647 366
274 658 380
264 616 861
646 969 960
938 969 960
858 966 630
377 560 332
268 659 381
272 664 379
264 651 375
273 655 375
269 670 372
278 672 383
268 629 489
259 963 958
902 968 960
931 969 956
744 585 352
247 580 352
264 637 379
255 614 365
268 637 374
248 589 354
278 670 384
273 668 376
258 611 355
279 651 381
270 657 373
272 662 384
279 666 375
275 644 386
326 962 954
752 666 356
290 671 377
272 651 381
255 616 363
256 613 362
275 669 377
262 632 370
265 612 356
267 654 374
258 619 367
279 668 389
272 635 365
240 566 335
267 648 373
274 672 372
242 569 339
270 637 509
353 953 832
849 966 604
477 601 352
252 600 355
237 564 341
255 604 357
262 628 370
244 571 341
252 578 348
248 597 351
266 631 370
279 670 378
245 583 343
265 643 371
245 575 343
248 591 345
272 658 371
257 756 940
824 744 375
261 636 369
270 649 377
273 666 381
269 656 371
265 634 367
271 664 381
269 638 373
277 649 379
242 578 347
255 594 354
257 612 355
251 591 345
270 644 375
278 672 378
274 671 385
274 658 380
245 571 340
244 564 340
279 646 373
278 672 388
278 684 386
282 674 387
280 668 385
279 668 384
283 675 384
279 664 383
616 963 826
561 572 335
249 572 338
244 574 339
247 585 341
244 574 342
242 576 340
243 575 342
244 574 336
237 553 329
234 541 322
248 576 346
249 585 368
294 966 955
913 969 959
933 965 960
915 969 961
933 970 959
932 969 960
928 971 960
946 970 961
946 970 961
945 967 959
764 963 950
906 970 954
907 972 957
855 969 959
924 970 960
937 968 959
929 968 959
914 969 960
944 970 960
945 970 960
943 964 959
928 964 960
938 970 960
