ID TIME #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
215 0.099 1 0 0  112 
215 2.151 1 1 1 112 112 112
215 4.352 1 0 0  112 
215 6.562 1 0 0  112 
215 8.768 1 0 0  112 
215 10.976 1 0 0  112 
215 13.187 1 0 0  112 
215 15.405 1 0 0  112 
215 17.604 1 0 0  112 
