ID TIME BLK %CPU CHAINDATASIZE
224 227.775 4 194738 32.37
224 237.784 4 194738 32.39
224 247.805 4 194738 32.37
224 258.023 4 194738 32.44
224 267.804 6 198117 32.49
224 277.812 6 198117 32.51
224 287.846 6 198117 32.49
224 297.859 7 200901 32.53
224 307.856 7 200901 32.52
224 318.232 9 206725 32.57
224 328.014 9 206725 32.57
224 356.894 12 217878 32.78
224 423.321 16 232272 33.11
224 424.093 16 232272 33.11
224 433.726 17 236502 33.16
224 566.611 25 258688 33.43
224 579.329 26 261570 33.5
224 595.366 27 264156 33.55
224 595.971 27 264156 33.56
224 605.776 27 264260 33.55
224 616.07 28 269210 33.59
224 625.844 28 269314 33.62
