ID TIME BLK TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
214 17.136 4 2.1353158950805664 15 4 0xc89c7f8e1b1323352d0e365c5745f5811fa4d4b995d90b73979ba265c0953ee9 0x50185c952e506cbad5a05ee7c8f4286e17defb8d2ef3f138714fc760a3ff021f 2 9 1765 11 0
214 31.269 5 1.2684640884399414 30 5 0xa4e00f3e341d05aa29bfe27719db48bc01464f204f741addacc46569c14af321 0xc89c7f8e1b1323352d0e365c5745f5811fa4d4b995d90b73979ba265c0953ee9 2 11 1755 11 0
214 45.979 6 0.9789319038391113 45 6 0x713bd88b9bf5d09466bdffc2e2b71f0b7d5e167bef55a27215b4bd23b81d556c 0xa4e00f3e341d05aa29bfe27719db48bc01464f204f741addacc46569c14af321 2 13 606 0 0
214 61.517 7 1.5170271396636963 60 7 0xa022c536e94e69921a98b8548d09ba9c706a71f4d21d99fc202c132225f6372d 0x713bd88b9bf5d09466bdffc2e2b71f0b7d5e167bef55a27215b4bd23b81d556c 2 15 606 0 0
214 76.939 8 1.9375250339508057 75 8 0xf6f0f375f75a1e8cb002bfb5b3b6977073ac0c92353708f7bd27bb23e6f6aae8 0xa022c536e94e69921a98b8548d09ba9c706a71f4d21d99fc202c132225f6372d 2 17 3101 20 0
214 92.225 9 2.2244391441345215 90 9 0x97c5f8c80a3bb429357e561a18807e14164b523dd34156c3387e349dbbdc12c2 0xf6f0f375f75a1e8cb002bfb5b3b6977073ac0c92353708f7bd27bb23e6f6aae8 2 19 1651 10 0
214 105.676 10 0.6760067939758301 105 10 0x8d9f1c258c1806c9f1aaeae89d482fa595748c2106df9af0dd633636e841a544 0x97c5f8c80a3bb429357e561a18807e14164b523dd34156c3387e349dbbdc12c2 1 20 1651 10 0
214 108.142 10 3.141328811645508 105 10 0x73e146dc4e480e98a0ac2993c7518bd3caf2e19f64d1ae5ea9bb4f4781167b46 0x97c5f8c80a3bb429357e561a18807e14164b523dd34156c3387e349dbbdc12c2 2 21 1651 10 0
214 120.891 11 0.8902788162231445 120 11 0x2cebe0d6e1a94ccb25152352b08b6b6a56e7e39c9ed2bc2fd1288845c412c604 0x73e146dc4e480e98a0ac2993c7518bd3caf2e19f64d1ae5ea9bb4f4781167b46 2 23 1336 5 0
214 136.261 12 1.2609469890594482 135 12 0xd5443ef7172af1fc05f127b8169ba339bc0305a29fb656af28ddd110d821c4ab 0x2cebe0d6e1a94ccb25152352b08b6b6a56e7e39c9ed2bc2fd1288845c412c604 2 25 1754 11 0
214 151.019 13 1.0183019638061523 150 13 0x3d1e81b5832d08dfc8879da9d8cafab4376fdca475ea49c3c7825c13d31f78b8 0xd5443ef7172af1fc05f127b8169ba339bc0305a29fb656af28ddd110d821c4ab 1 26 606 0 0
214 152.951 13 2.9512178897857666 150 13 0x0689a6fd14dea546f3d91c0e7b9f3978c24082a9174af5b0dedc97c56cbed31b 0xd5443ef7172af1fc05f127b8169ba339bc0305a29fb656af28ddd110d821c4ab 2 27 606 0 0
214 166.803 14 1.8027069568634033 165 14 0x0d31a09e51b37c1e374e7ce08f25f1e6a9cb1a93bb43a7b7cc2296ca0ffff47a 0x0689a6fd14dea546f3d91c0e7b9f3978c24082a9174af5b0dedc97c56cbed31b 2 29 2061 10 0
214 181.466 15 1.4659500122070312 180 15 0x494402d0920a02bbab6fe0ba9dc1006328f2a73a52dd69463706ec2c1943c576 0x0d31a09e51b37c1e374e7ce08f25f1e6a9cb1a93bb43a7b7cc2296ca0ffff47a 2 31 1547 9 0
214 196.73 16 1.730093002319336 195 16 0x44f31a9121d05a4c62760177bec9018992524808e178352efbfbbcf5eb2b6c3c 0x494402d0920a02bbab6fe0ba9dc1006328f2a73a52dd69463706ec2c1943c576 1 32 1547 9 0
214 198.436 16 3.436052083969116 195 16 0xf04d7e8e46b34b275313b053e62592aa493868ed3dc1c6e87c973938707e2535 0x494402d0920a02bbab6fe0ba9dc1006328f2a73a52dd69463706ec2c1943c576 2 33 1547 9 0
214 211.831 17 1.8308758735656738 210 17 0x76852430f394017271e7ecc30c7b3531e3a1d7bdf984bb607e9ade9e055b86f1 0xf04d7e8e46b34b275313b053e62592aa493868ed3dc1c6e87c973938707e2535 2 35 1771 8 0
214 227.06 18 2.0600509643554688 225 18 0xd900ab6ba58faba5ddf5cf63a1e1b249795732fc5eb5d614b87606130ed549b0 0x76852430f394017271e7ecc30c7b3531e3a1d7bdf984bb607e9ade9e055b86f1 2 37 1547 9 0
214 241.2 19 1.1999480724334717 240 19 0xbb63ea274ae5b317919748a0c1220d9faf8a54d8d311ae02efca85743a097f5f 0xd900ab6ba58faba5ddf5cf63a1e1b249795732fc5eb5d614b87606130ed549b0 2 39 1443 8 0
