ID TIME BLK %CPU CHAINDATASIZE
210 23.51 4 190372 32.94
210 33.643 4 190372 32.98
210 43.537 4 190372 32.98
210 53.814 4 190372 32.98
210 63.658 4 190372 33.04
210 73.619 4 190372 33.07
210 83.576 4 190372 33.06
210 93.572 4 190372 33.04
210 103.584 4 190372 33.03
210 113.592 4 190372 33.01
210 123.623 4 190372 33.0
210 133.644 4 190372 32.99
210 157.369 11 209900 33.11
210 210.815 12 217207 33.21
210 213.631 12 217207 33.22
210 221.248 12 217311 33.24
210 231.252 12 217311 33.23
210 241.281 12 217311 33.22
210 251.237 12 217311 33.23
210 261.253 12 217311 33.22
210 271.306 12 217311 33.21
210 281.495 15 228653 33.24
210 291.287 15 228757 33.26
210 301.281 15 228757 33.27
210 311.325 15 228757 33.26
210 321.296 15 228757 33.24
210 331.312 15 228757 33.23
210 341.388 15 228757 33.22
210 351.374 15 228757 33.2
210 361.332 15 228757 33.18
210 371.368 15 228757 33.17
210 381.369 15 228757 33.15
210 391.37 15 228757 33.14
210 401.381 15 228757 33.12
210 411.398 15 228757 33.1
210 421.405 15 228757 33.09
210 431.504 15 228757 33.07
210 441.413 15 228757 33.06
210 460.759 24 246314 33.15
210 583.536 25 247508 33.23
210 704.502 38 315559 33.65
210 714.696 39 321172 33.68
210 715.313 39 322253 33.68
210 725.103 39 322253 33.69
210 735.169 40 334142 33.73
210 745.265 41 342798 33.74
210 755.124 41 342798 33.74
210 765.466 42 359856 33.78
210 775.513 43 365484 33.81
210 785.323 43 372952 33.83
210 795.227 44 377267 33.85
210 805.361 45 380384 33.85
210 815.273 45 386704 33.87
210 825.26 46 389209 33.88
210 835.406 47 391501 33.87
210 845.308 47 391605 33.89
210 855.28 48 394786 33.9
210 865.282 49 396848 33.9
