ID TIME BLK CHAINDATASIZE %CPU
217 80.87 7 200832 23.7
217 102.193 8 206230 24.01
217 145.078 9 208691 24.47
217 188.459 9 208691 24.84
217 236.87 17 240358 25.37
217 299.303 21 265411 25.98
217 342.169 24 278473 26.43
217 391.489 26 287276 26.92
