ID TIME BLK CHAINDATASIZE %CPU
214 101.327 8 218334 33.31
214 133.83 10 222379 33.74
214 189.256 14 229919 34.45
214 225.558 16 240183 34.91
214 271.794 19 251685 35.48
214 325.335 23 268426 36.13
214 360.033 25 271555 36.54
214 404.269 28 281002 37.05
214 449.596 31 291655 37.56
