ID TIME BLK #BLOCKS
222 37.918 3 1
222 44.977 4 1
222 52.376 5 3
222 81.781 6 1
222 108.109 7 1
222 112.644 7 1
222 118.755 8 1
222 134.957 9 1
222 167.285 10 1
222 177.881 11 1
222 190.65 12 1
222 202.237 12 2
222 268.513 13 1
222 277.057 15 2
222 307.352 16 1
222 358.563 18 2
222 367.892 19 1
222 410.246 18 1
222 427.178 19 1
222 487.45 21 2
222 519.049 23 3
222 532.536 25 3
222 540.463 26 1
222 628.165 25 1
222 634.305 30 5
222 665.228 32 3
222 689.83 33 1
222 818.054 37 4
222 824.036 38 1
222 869.277 40 2
222 889.78 42 3
222 988.138 45 3
222 1012.667 46 1
222 1026.608 47 1
