ID TIME BLK #BLOCKS
218 17.372 4 1
218 21.955 4 2
218 37.222 5 3
218 82.896 8 5
218 96.968 9 1
218 106.947 10 2
218 122.676 11 1
218 138.148 12 1
218 140.208 12 1
218 151.633 13 1
218 154.22 13 1
218 167.924 14 1
218 176.386 14 1
218 182.333 15 1
218 184.782 15 1
218 195.859 16 1
218 211.149 17 1
218 222.395 17 1
218 229.274 18 1
218 244.198 19 1
218 257.613 20 1
218 272.743 21 1
218 291.316 22 1
218 304.415 23 1
218 314.336 23 1
218 324.82 24 2
218 345.659 25 1
218 351.974 26 2
218 363.813 27 1
218 380.027 28 3
218 428.597 31 4
218 497.825 35 5
218 555.879 39 6
218 609.637 43 5
218 651.428 46 5
218 662.538 47 1
