ID TIME BLK #BLOCKS
211 16.03 3 1
211 30.554 4 1
211 49.336 5 1
211 56.316 5 1
211 70.407 6 1
211 87.82 7 1
211 109.881 9 4
211 131.753 10 2
211 149.268 11 1
211 160.151 12 4
211 172.906 13 1
211 181.9 14 1
211 188.761 14 1
211 196.505 15 1
211 211.794 16 1
211 239.413 17 2
211 253.716 18 1
211 268.905 19 2
211 284.722 20 1
211 295.034 20 3
211 306.484 21 2
211 317.277 22 1
211 333.815 23 1
211 339.948 23 1
211 348.678 24 1
211 353.353 24 1
211 364.121 25 1
211 387.658 26 1
211 399.048 27 3
211 409.432 28 2
211 419.06 28 1
211 428.72 29 1
211 440.392 30 1
211 452.414 31 1
211 472.347 32 2
211 484.495 33 1
211 517.732 35 2
211 530.739 36 1
211 550.334 37 3
211 574.945 38 1
211 589.939 39 1
211 594.651 40 1
