ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
107 11.077 1 21.00 0 0 14 0 0 0 False False
107 13.018 2 21.00 0 0 14 0 0 0 False False
107 14.718 3 21.00 0 0 14 0 0 0 False False
107 16.313 4 21.00 0 0 14 0 0 0 False False
