ID TIME ESTIMATE W B S1 S2 S3
107 0.06 0.125 0 3 384 371 325
107 1.062 0.071 0 6 357 343 306
107 2.063 0.05 0 9 344 328 298
107 3.064 0.038 0 12 350 336 302
107 4.066 0.031 0 15 350 336 303
107 5.067 0.026 0 18 358 346 309
107 6.067 0.023 0 21 368 358 317
107 7.068 0.02 0 24 380 372 325
107 8.069 0.018 0 27 350 338 302
107 9.07 0.016 0 30 351 337 302
107 10.075 0.015 0 33 384 374 325
107 11.079 0.014 0 36 385 374 322
107 12.1 0.013 0 39 386 376 325
107 13.11 0.012 0 42 381 372 324
107 14.115 0.011 0 45 370 359 315
107 15.121 0.01 0 48 362 348 307
107 16.126 0.01 0 51 344 328 295
107 17.127 0.009 0 54 348 334 299
107 18.129 0.009 0 57 352 335 300
