ID TIME BLK VOTE
222 61.719 6 2884615
222 102.783 8 None
222 144.496 11 None
222 197.615 15 4110251
222 244.943 18 4014195
222 288.279 21 3888121
222 333.072 24 3876470
222 374.089 26 None
222 415.47 29 None
