ID TIME BLK VOTE
211 79.778 7 4669811
211 109.6 9 None
211 155.725 12 None
211 214.366 16 4951100
211 258.412 19 4620622
211 290.395 21 None
211 348.772 25 4278779
211 379.658 27 None
211 424.299 30 None
