ID TIME BLK #BLOCKS
213 16.446 3 1
213 31.302 4 2
213 54.914 5 1
213 65.345 6 2
213 79.392 7 1
213 94.72 7 2
213 113.44 9 3
213 128.762 10 2
213 145.19 11 2
213 159.292 12 1
213 172.946 13 1
213 175.453 13 1
213 186.888 14 1
213 200.072 14 1
213 215.72 15 1
213 231.791 16 1
213 249.874 18 1
213 261.585 18 2
213 271.85 19 3
213 281.327 20 2
213 294.362 21 1
213 298.672 21 2
213 303.219 21 1
213 308.325 22 2
213 322.985 23 1
213 336.88 24 1
213 351.278 25 1
213 367.429 26 1
213 371.992 26 1
213 401.416 28 2
