ID TIME BLK #BLOCKS
213 17.622 3 1
213 26.553 3 3
213 47.243 4 4
213 64.646 5 1
213 84.95 7 2
213 110.446 8 3
213 125.327 9 3
213 139.566 10 1
213 157.809 11 3
213 196.943 14 5
213 246.672 17 4
213 262.403 18 2
213 267.361 19 2
213 278.33 19 1
213 287.108 20 1
213 294.451 21 2
213 310.635 22 1
213 314.263 22 1
213 324.647 23 1
213 329.654 22 1
213 342.654 23 1
213 377.67 25 2
213 386.519 25 1
213 391.472 26 1
213 394.791 26 2
213 409.561 27 1
213 422.687 28 1
213 433.509 29 1
213 447.682 30 1
213 459.981 30 1
213 468.812 31 1
213 475.467 31 1
213 489.573 32 1
213 508.371 33 2
213 537.236 35 3
213 574.221 37 3
213 587.969 38 1
213 594.863 39 1
213 600.447 39 1
213 609.893 40 1
213 626.054 41 1
213 629.077 41 1
213 639.704 42 3
213 699.002 45 5
