ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
210 6.789 2 0 0 0   
210 12.278 2 1 1 1 218 218 218
210 17.962 3 3 2 2 213;217 218;213;217 217;213
210 23.608 3 2 1 1 213 213;217 213
210 29.291 3 2 1 1 213 213;217 213
210 34.369 4 1 1 1 213 213 213
210 39.863 4 0 0 0   
210 44.876 4 0 0 0   
210 49.897 4 0 0 0   
210 54.934 5 0 0 0   
210 59.963 5 0 0 0   
210 64.978 5 0 0 0   
210 70.486 5 0 0 0   
210 75.494 5 0 0 0   
210 80.544 5 1 1 1 211 211 211
210 85.615 7 1 1 1 211 211 211
210 90.754 8 2 1 1 211 211;217 211
210 96.477 8 4 2 1 222;214 222;214;211;217 222
210 102.015 8 4 0 0  222;214;211;217 
210 108.007 9 5 1 1 209 222;209;214;211;217 209
210 113.737 9 5 1 1 209 222;209;214;211;217 209
210 119.077 9 4 1 1 209 222;209;214;217 209
210 124.36 10 5 2 2 209;226 222;209;226;214;217 209;226
210 130.053 10 5 3 2 209;226;214 222;209;226;214;217 226;209
210 136.002 10 5 2 1 226;214 222;209;226;214;217 226
210 141.902 11 3 2 2 226;214 209;226;214 226;214
210 147.726 11 3 3 2 214;213;217 226;214;213 214;213
210 154.959 12 4 1 1 214 226;214;213;217 214
210 161.029 12 4 0 0  226;214;213;217 
210 166.782 13 3 1 1 214 214;213;217 214
210 172.649 13 3 0 0  214;213;217 
210 178.297 13 2 0 0  213;217 
210 185.135 14 3 2 1 224;214 224;213;217 224
210 190.466 14 3 1 1 224 224;213;217 224
210 195.938 14 3 0 0  224;213;217 
210 201.452 15 3 2 2 217;224 224;213;217 224;217
210 207.325 15 3 3 3 217;224;213 224;213;217 224;217;213
210 212.686 16 2 2 2 217;213 213;217 217;213
210 218.064 16 3 3 3 213;217;224 224;213;217 224;217;213
210 224.123 16 4 3 3 224;211;217 224;213;211;217 224;211;217
210 230.737 17 5 3 2 217;226;222 222;224;226;211;217 226;217
210 238.917 17 5 2 1 218;222 222;218;226;211;217 222
210 246.545 18 5 1 1 226 222;218;226;211;217 226
210 252.985 18 5 1 1 226 222;218;226;211;217 226
210 259.721 19 4 1 0 214 222;218;226;211 
210 265.978 19 5 0 0  222;218;226;214;211 
210 273.335 20 4 2 2 224;214 224;218;214;211 224;214
210 280.803 20 4 3 3 214;209;211 209;218;214;211 214;211;209
210 290.007 21 4 2 2 209;224 209;218;214;211 224;209
210 296.213 21 4 2 2 224;218 209;218;214;211 218;224
210 302.66 22 4 2 2 218;211 209;218;214;211 218;211
210 308.565 22 3 1 1 211 209;214;211 211
210 316.035 23 4 3 2 213;218;209 209;218;213;211 218;213
210 321.654 23 5 3 3 209;222;218 222;209;218;213;211 222;218;209
